record_id,redcap_event_name.factor,redcap_repeat_instrument.factor,redcap_repeat_instance,paper_type.factor,name,dv_name,year_pub,country_yn.factor,country.factor,competing_interests_yn.factor,competing_interests.factor,empirical.factor,year_study,appeal_yn.factor,comments,data_extraction_form_complete,country_income,country_region,target_substance,population_specific,population_specific_affect,study_design,data_sources,analysis
Alexander_2014,Data Extraction,NA,NA,Legal,Scott,NA,2015,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,NA,NA,NA
Alexander_2014,Data Extraction,NA,NA,Legal,Scott,NA,2015,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,c_meth,3_women,3_women,NA,NA,NA
Alexander_2014,Data Extraction,NA,NA,Legal,Scott,NA,2015,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,d_cocaine,NA,999_other,NA,NA,NA
Alexander_2014,Data Extraction,NA,NA,Legal,Scott,NA,2015,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,NA,NA,9090_Embryo / Fetus,NA,NA,NA
Alexander_2014,Data Extraction,NA,NA,Legal,Scott,NA,2015,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2018,Data Extraction,NA,NA,Health Sciences,Jane,NA,2018,Yes,United States,Yes,No,empirical,2014,NA,7 different interventions assessed various outcomes of each.,2,1_High Income,5_North America,a_opioids,0_general pop,NA,6_ecological,1_adminstrative data,2_estimates of rates
Alexandridis_2018,Data Extraction,NA,NA,Health Sciences,Jane,NA,2018,Yes,United States,Yes,No,empirical,2014,NA,7 different interventions assessed various outcomes of each.,2,NA,NA,NA,2_clinical practitioners,NA,NA,3_survey,6_estimates of risk
Alexandridis_2018,Data Extraction,NA,NA,Health Sciences,Jane,NA,2018,Yes,United States,Yes,No,empirical,2014,NA,7 different interventions assessed various outcomes of each.,2,NA,NA,NA,7_chronic opioid users,NA,NA,NA,5_longitudinal
Alexandridis_2018,Data Extraction,NA,NA,Health Sciences,Jane,NA,2018,Yes,United States,Yes,No,empirical,2014,NA,7 different interventions assessed various outcomes of each.,2,NA,NA,NA,9_people with chronic pain,NA,NA,NA,NA
Alexandridis_2019,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2019,Yes,United States,Yes,No,empirical,2014,NA,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,6_ecological,1_adminstrative data,6_estimates of risk
Alexandridis_2019,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2019,Yes,United States,Yes,No,empirical,2014,NA,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,NA,NA,NA,7_chronic opioid users,7_chronic opioid users,NA,3_survey,NA
Alexandridis_2019,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2019,Yes,United States,Yes,No,empirical,2014,NA,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,NA,NA,NA,9_people with chronic pain,9_people with chronic pain,NA,4_census,NA
Alexandridis_2019,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2019,Yes,United States,Yes,No,empirical,2014,NA,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2019,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2019,Yes,United States,Yes,No,empirical,2014,NA,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,NA,NA,NA,NA,NA,NA,NA,NA
Ali_2017,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2017,Yes,United States,Yes,Unclear,empirical,2014,NA,This study looked at the effect of prescription drug monitoring programs. No change in initiation or  use of Nonmedical use of prescription pain relievers (NMPR) but decrease in days of use.  use of illicit substances (heroin) unchanged,2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,5_cross sectional,3_survey,2_estimates of rates
Ali_2017,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2017,Yes,United States,Yes,Unclear,empirical,2014,NA,This study looked at the effect of prescription drug monitoring programs. No change in initiation or  use of Nonmedical use of prescription pain relievers (NMPR) but decrease in days of use.  use of illicit substances (heroin) unchanged,2,NA,NA,NA,7_chronic opioid users,7_chronic opioid users,NA,NA,NA
Allen_2016,Data Extraction,NA,NA,Health Sciences,Jane and Mina - Pilot,Colleen,2016,Yes,United States,Yes,No,empirical,2010,NA,NA,2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,7_ecological time series,1_adminstrative data,1_hypothesis testing
Allen_2016,Data Extraction,NA,NA,Health Sciences,Jane and Mina - Pilot,Colleen,2016,Yes,United States,Yes,No,empirical,2010,NA,NA,2,NA,NA,NA,NA,NA,8_ecological geographic,NA,NA
Allen_2019,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2019,Yes,United States,No,NA,empirical,2015,NA,NA,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,2_clinical practitioners,5_cross sectional,2_qualitative,8_qualitative
Allen_2019,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2019,Yes,United States,No,NA,empirical,2015,NA,NA,2,NA,NA,NA,NA,7_chronic opioid users,NA,NA,NA
Allen_2019,Data Extraction,NA,NA,Health Sciences,Amina,Zahra,2019,Yes,United States,No,NA,empirical,2015,NA,NA,2,NA,NA,NA,NA,9_people with chronic pain,NA,NA,NA
Almarsdottir_2000,Data Extraction,NA,NA,Health Sciences,Jane and Mina - Pilot,NA,2000,Yes,Iceland,Yes,Yes,empirical,1998,NA,NA,2,1_High Income,2_Europe & Central Asia,a_opioids,0_general pop,0_general pop,6_ecological,1_adminstrative data,1_hypothesis testing
Almarsdottir_2000,Data Extraction,NA,NA,Health Sciences,Jane and Mina - Pilot,NA,2000,Yes,Iceland,Yes,Yes,empirical,1998,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5_longitudinal
Alpert_2017,Data Extraction,NA,NA,Health Sciences,Colleen,NA,2017,Yes,United States,No,NA,empirical,2013,NA,Increase in heroin deaths. No change in rates overall across all drugs. Suggestive evidence that consumers substituted synthetic opioids.,2,1_High Income,5_North America,a_opioids,0_general pop,0_general pop,6_ecological,1_adminstrative data,5_longitudinal
Alpert_2017,Data Extraction,NA,NA,Health Sciences,Colleen,NA,2017,Yes,United States,No,NA,empirical,2013,NA,Increase in heroin deaths. No change in rates overall across all drugs. Suggestive evidence that consumers substituted synthetic opioids.,2,NA,NA,NA,NA,NA,NA,3_survey,NA
Alsirafy_2011,Data Extraction,NA,NA,Health Sciences,Jane and Mina - Pilot,NA,2011,Yes,Egypt,Yes,No,empirical,2009,NA,NA,2,3_Lower-middle income,4_Middle East and North Africa,a_opioids,2_clinical practitioners,0_general pop,5_cross sectional,4_census,0_descriptive
Alsirafy_2011,Data Extraction,NA,NA,Health Sciences,Jane and Mina - Pilot,NA,2011,Yes,Egypt,Yes,No,empirical,2009,NA,NA,2,NA,NA,NA,NA,999_other,NA,NA,NA
Alsirafy_2011,Data Extraction,NA,NA,Health Sciences,Jane and Mina - Pilot,NA,2011,Yes,Egypt,Yes,No,empirical,2009,NA,NA,2,NA,NA,NA,NA,9090_Advanced cancer patients,NA,NA,NA
Anders_2019,Data Extraction,NA,NA,Social Sciences,Jane,Zahra,2019,Yes,United States,No,NA,empirical,2017,NA,*outcome is od deaths  85 page PhD paper- not peer reviewed  Back of envelope calculations  Explore 2 aspects - 1) Medicaid expansion related to opioid prescriptions and opioid related deaths and 2) legalization recreational marijuana  medicaid expansion associated with increased od deaths   cannabis legalization associated with decreased od deaths,2,1_High Income,5_North America,a_opioids,0_general pop,7_chronic opioid users,7_ecological time series,1_adminstrative data,0_descriptive
Anders_2019,Data Extraction,NA,NA,Social Sciences,Jane,Zahra,2019,Yes,United States,No,NA,empirical,2017,NA,*outcome is od deaths  85 page PhD paper- not peer reviewed  Back of envelope calculations  Explore 2 aspects - 1) Medicaid expansion related to opioid prescriptions and opioid related deaths and 2) legalization recreational marijuana  medicaid expansion associated with increased od deaths   cannabis legalization associated with decreased od deaths,2,NA,NA,NA,NA,NA,NA,NA,NA
Anders_2019,Data Extraction,NA,NA,Social Sciences,Jane,Zahra,2019,Yes,United States,No,NA,empirical,2017,NA,*outcome is od deaths  85 page PhD paper- not peer reviewed  Back of envelope calculations  Explore 2 aspects - 1) Medicaid expansion related to opioid prescriptions and opioid related deaths and 2) legalization recreational marijuana  medicaid expansion associated with increased od deaths   cannabis legalization associated with decreased od deaths,2,NA,NA,NA,NA,NA,NA,NA,NA
Andraka-Christou_2016,Data Extraction,NA,NA,Legal,Scott,NA,2016,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,1_High Income,5_North America,a_opioids,6_people who have been incarcerated,1_people who use illegal drugs,NA,NA,NA
Andraka-Christou_2016,Data Extraction,NA,NA,Legal,Scott,NA,2016,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,NA,NA,6_people who have been incarcerated,NA,NA,NA
Andraka-Christou_2016,Data Extraction,NA,NA,Legal,Scott,NA,2016,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,NA,NA,7_chronic opioid users,NA,NA,NA
Andraka-Christou_2016a,Data Extraction,NA,NA,Legal,Scott,NA,2016,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,NA,NA,NA
Andraka-Christou_2016a,Data Extraction,NA,NA,Legal,Scott,NA,2016,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,NA,7_chronic opioid users,7_chronic opioid users,NA,NA,NA
Andraka-Christou_2017,Data Extraction,NA,NA,Legal,Scott,NA,2017,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,NA,NA,NA
Andraka-Christou_2017,Data Extraction,NA,NA,Legal,Scott,NA,2017,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,NA,6_people who have been incarcerated,6_people who have been incarcerated,NA,NA,NA
Andraka-Christou_2017,Data Extraction,NA,NA,Legal,Scott,NA,2017,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,NA,7_chronic opioid users,7_chronic opioid users,NA,NA,NA
Andresen_2009,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2010,Yes,Canada,No,NA,empirical,2008,NA,Cost benefit analysis InSite includes HIV and deaths averted  >$6m,2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,7_ecological time series,1_adminstrative data,7_simulation
Andresen_2009,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2010,Yes,Canada,No,NA,empirical,2008,NA,Cost benefit analysis InSite includes HIV and deaths averted  >$6m,2,NA,NA,c_meth,NA,NA,NA,NA,NA
Andresen_2009,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2010,Yes,Canada,No,NA,empirical,2008,NA,Cost benefit analysis InSite includes HIV and deaths averted  >$6m,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Andrews_2014,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,NA,empirical,2004,NA,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,1_High Income,5_North America,a_opioids,0_general pop,0_general pop,7_ecological time series,1_adminstrative data,4_comparative
Andrews_2014,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,NA,empirical,2004,NA,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,NA,NA,b_cannabis,NA,NA,8_ecological geographic,NA,NA
Andrews_2014,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,NA,empirical,2004,NA,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,NA,NA,c_meth,NA,NA,NA,NA,NA
Andrews_2014,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,NA,empirical,2004,NA,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Andrews_2014,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,NA,empirical,2004,NA,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,NA,NA,f_other,NA,NA,NA,NA,NA
Andrews_2018,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,NA,empirical,2014,NA,NA,2,1_High Income,5_North America,a_opioids,0_general pop,7_chronic opioid users,7_ecological time series,3_survey,6_estimates of risk
Andrews_2018,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,NA,empirical,2014,NA,NA,2,NA,NA,b_cannabis,NA,9_people with chronic pain,8_ecological geographic,NA,NA
Andrews_2018,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,NA,empirical,2014,NA,NA,2,NA,NA,c_meth,NA,999_other,NA,NA,NA
Andrews_2018,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,NA,empirical,2014,NA,NA,2,NA,NA,d_cocaine,NA,9090_those accessing drug treatment,NA,NA,NA
Andrews_2018,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,NA,empirical,2014,NA,NA,2,NA,NA,e_benzo,NA,NA,NA,NA,NA
Andrews_2018,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,NA,empirical,2014,NA,NA,2,NA,NA,f_other,NA,NA,NA,NA,NA
Andrews_2019,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2017,NA,-prior authorization  lower odds of buprenorphine offered in states with prior authorization.   - no change in states with annual limits - however the authors mention that states with annual limits also tend to have prior authorization.,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,7_chronic opioid users,7_ecological time series,3_survey,6_estimates of risk
Andrews_2019,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2017,NA,-prior authorization  lower odds of buprenorphine offered in states with prior authorization.   - no change in states with annual limits - however the authors mention that states with annual limits also tend to have prior authorization.,2,NA,NA,NA,NA,NA,8_ecological geographic,NA,NA
Andrews_2019_2,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,NA,empirical,2017,NA,NA,2,1_High Income,5_North America,a_opioids,0_general pop,1_people who use illegal drugs,6_ecological,3_survey,4_comparative
Andrews_2019_2,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,NA,empirical,2017,NA,NA,2,NA,NA,b_cannabis,NA,7_chronic opioid users,8_ecological geographic,NA,5_longitudinal
Andrews_2019_2,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,NA,empirical,2017,NA,NA,2,NA,NA,c_meth,NA,NA,NA,NA,NA
Andrews_2019_2,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,NA,empirical,2017,NA,NA,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Andrews_2019_2,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,NA,empirical,2017,NA,NA,2,NA,NA,e_benzo,NA,NA,NA,NA,NA
Andrews_2019_2,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,NA,empirical,2017,NA,NA,2,NA,NA,f_other,NA,NA,NA,NA,NA
Angelotta_2016,Data Extraction,NA,NA,Health Sciences,Colleen,NA,2016,Yes,United States,No,NA,empirical,2012,No,"'Although prenatal child abuse laws were significantly associated with lower use of MAT for pregnant women, this factor was not as important as the principal referral source to treatment [criminal justice referral = less MAT], geographic region, or state Medicaid funding of methadone treatment'",2,1_High Income,5_North America,a_opioids,3_women,1_people who use illegal drugs,7_ecological time series,6_other studies,6_estimates of risk
Angelotta_2016,Data Extraction,NA,NA,Health Sciences,Colleen,NA,2016,Yes,United States,No,NA,empirical,2012,No,"'Although prenatal child abuse laws were significantly associated with lower use of MAT for pregnant women, this factor was not as important as the principal referral source to treatment [criminal justice referral = less MAT], geographic region, or state Medicaid funding of methadone treatment'",2,NA,NA,NA,NA,3_women,8_ecological geographic,NA,4_comparative
Angelotta_2017,Data Extraction,NA,NA,Legal,Scott,NA,2017,Yes,United States,Yes,No,non-empirical,NA,Yes,"Paper is a review of 24 legal cases where states had brought charges against women using substances while pregnant    On appeal, most cases were not successfully prosecuted though this may not be the case at the trial court level.",2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,NA,NA,NA
Angelotta_2017,Data Extraction,NA,NA,Legal,Scott,NA,2017,Yes,United States,Yes,No,non-empirical,NA,Yes,"Paper is a review of 24 legal cases where states had brought charges against women using substances while pregnant    On appeal, most cases were not successfully prosecuted though this may not be the case at the trial court level.",2,NA,NA,b_cannabis,3_women,3_women,NA,NA,NA
Angelotta_2017,Data Extraction,NA,NA,Legal,Scott,NA,2017,Yes,United States,Yes,No,non-empirical,NA,Yes,"Paper is a review of 24 legal cases where states had brought charges against women using substances while pregnant    On appeal, most cases were not successfully prosecuted though this may not be the case at the trial court level.",2,NA,NA,c_meth,NA,999_other,NA,NA,NA
Angelotta_2017,Data Extraction,NA,NA,Legal,Scott,NA,2017,Yes,United States,Yes,No,non-empirical,NA,Yes,"Paper is a review of 24 legal cases where states had brought charges against women using substances while pregnant    On appeal, most cases were not successfully prosecuted though this may not be the case at the trial court level.",2,NA,NA,d_cocaine,NA,9090_unborn fetus,NA,NA,NA
