record_id,redcap_event_name.factor,redcap_repeat_instrument.factor,redcap_repeat_instance,paper_type.factor,name,dv_name,year_pub,country_yn.factor,country.factor,competing_interests_yn.factor,competing_interests.factor,empirical.factor,year_study,appeal_yn.factor,comments,data_extraction_form_complete,country_region,target_substance,population_specific,population_specific_affect,study_design,data_sources,analysis,country_income
Aitken_2002,Data Extraction,,,Health Sciences,Trevor,,2002,Yes,Australia,No,,empirical,2000,,the operation discouraged safe injecting practice and safe disposal and increased the frequency of occurrences of violence,2,,,,,,,,1_High Income
Al Achkar_2018,Data Extraction,,,Health Sciences,Jane and Mina - Pilot,,2018,Yes,United States,Yes,No,empirical,2014,,Effect differed based on patient characteristics,2,5_North America,a_opioids,2_clinical practitioners,7_chronic opioid users,6_ecological,1_adminstrative data,2_estimates of rates,1_High Income
Al Achkar_2018,Data Extraction,,,Health Sciences,Jane and Mina - Pilot,,2018,Yes,United States,Yes,No,empirical,2014,,Effect differed based on patient characteristics,2,,,,,,6_other studies,5_longitudinal,1_High Income
Alburaih_2018,Data Extraction,,,Health Sciences,Jane,Zahra,2018,Yes,United States,No,,empirical,2015,,Implemented at 4 rural EDs.,2,5_North America,a_opioids,9_people with chronic pain,9_people with chronic pain,5_cross sectional,4_census,2_estimates of rates,1_High Income
Alburaih_2018,Data Extraction,,,Health Sciences,Jane,Zahra,2018,Yes,United States,No,,empirical,2015,,Implemented at 4 rural EDs.,2,,,,,,,,1_High Income
Aletraris_2017,Data Extraction,,,Social Sciences,Colleen,,2017,Yes,United States,No,,empirical,2014,,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,6_ecological,2_qualitative,0_descriptive,1_High Income
Aletraris_2017,Data Extraction,,,Social Sciences,Colleen,,2017,Yes,United States,No,,empirical,2014,,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,,b_cannabis,,,,3_survey,,1_High Income
Aletraris_2017,Data Extraction,,,Social Sciences,Colleen,,2017,Yes,United States,No,,empirical,2014,,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,,c_meth,,,,,,1_High Income
Aletraris_2017,Data Extraction,,,Social Sciences,Colleen,,2017,Yes,United States,No,,empirical,2014,,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,,d_cocaine,,,,,,1_High Income
Aletraris_2017,Data Extraction,,,Social Sciences,Colleen,,2017,Yes,United States,No,,empirical,2014,,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,,e_benzo,,,,,,1_High Income
Aletraris_2017,Data Extraction,,,Social Sciences,Colleen,,2017,Yes,United States,No,,empirical,2014,,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,,f_other,,,,,,1_High Income
Alexander_2014,Data Extraction,,,Legal,Scott,,2015,Yes,United States,No,,non-empirical,,,,2,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,,,,1_High Income
Alexander_2014,Data Extraction,,,Legal,Scott,,2015,Yes,United States,No,,non-empirical,,,,2,,c_meth,3_women,3_women,,,,1_High Income
Alexander_2014,Data Extraction,,,Legal,Scott,,2015,Yes,United States,No,,non-empirical,,,,2,,d_cocaine,,999_other,,,,1_High Income
Alexander_2014,Data Extraction,,,Legal,Scott,,2015,Yes,United States,No,,non-empirical,,,,2,,,,9090_Embryo / Fetus,,,,1_High Income
Alexander_2014,Data Extraction,,,Legal,Scott,,2015,Yes,United States,No,,non-empirical,,,,2,,,,,,,,1_High Income
Alexandridis_2018,Data Extraction,,,Health Sciences,Jane,,2018,Yes,United States,Yes,No,empirical,2014,,7 different interventions assessed various outcomes of each.,2,5_North America,a_opioids,0_general pop,,6_ecological,1_adminstrative data,2_estimates of rates,1_High Income
Alexandridis_2018,Data Extraction,,,Health Sciences,Jane,,2018,Yes,United States,Yes,No,empirical,2014,,7 different interventions assessed various outcomes of each.,2,,,2_clinical practitioners,,,3_survey,6_estimates of risk,1_High Income
Alexandridis_2018,Data Extraction,,,Health Sciences,Jane,,2018,Yes,United States,Yes,No,empirical,2014,,7 different interventions assessed various outcomes of each.,2,,,7_chronic opioid users,,,,5_longitudinal,1_High Income
Alexandridis_2018,Data Extraction,,,Health Sciences,Jane,,2018,Yes,United States,Yes,No,empirical,2014,,7 different interventions assessed various outcomes of each.,2,,,9_people with chronic pain,,,,,1_High Income
Alexandridis_2019,Data Extraction,,,Health Sciences,Amina,Zahra,2019,Yes,United States,Yes,No,empirical,2014,,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,6_ecological,1_adminstrative data,6_estimates of risk,1_High Income
Alexandridis_2019,Data Extraction,,,Health Sciences,Amina,Zahra,2019,Yes,United States,Yes,No,empirical,2014,,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,,,7_chronic opioid users,7_chronic opioid users,,3_survey,,1_High Income
Alexandridis_2019,Data Extraction,,,Health Sciences,Amina,Zahra,2019,Yes,United States,Yes,No,empirical,2014,,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,,,9_people with chronic pain,9_people with chronic pain,,4_census,,1_High Income
Alexandridis_2019,Data Extraction,,,Health Sciences,Amina,Zahra,2019,Yes,United States,Yes,No,empirical,2014,,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,,,,,,,,1_High Income
Ali_2017,Data Extraction,,,Health Sciences,Amina,Zahra,2017,Yes,United States,Yes,Unclear,empirical,2014,,This study looked at the effect of prescription drug monitoring programs. No change in initiation or  use of Nonmedical use of prescription pain relievers (NMPR) but decrease in days of use.  use of illicit substances (heroin) unchanged,2,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,5_cross sectional,3_survey,2_estimates of rates,1_High Income
Ali_2017,Data Extraction,,,Health Sciences,Amina,Zahra,2017,Yes,United States,Yes,Unclear,empirical,2014,,This study looked at the effect of prescription drug monitoring programs. No change in initiation or  use of Nonmedical use of prescription pain relievers (NMPR) but decrease in days of use.  use of illicit substances (heroin) unchanged,2,,,7_chronic opioid users,7_chronic opioid users,,,,1_High Income
Allen_2016,Data Extraction,,,Health Sciences,Jane and Mina - Pilot,Colleen,2016,Yes,United States,Yes,No,empirical,2010,,,2,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,7_ecological time series,1_adminstrative data,1_hypothesis testing,1_High Income
Allen_2016,Data Extraction,,,Health Sciences,Jane and Mina - Pilot,Colleen,2016,Yes,United States,Yes,No,empirical,2010,,,2,,,,,8_ecological geographic,,,1_High Income
Allen_2019,Data Extraction,,,Health Sciences,Amina,Zahra,2019,Yes,United States,No,,empirical,2015,,,2,5_North America,a_opioids,2_clinical practitioners,2_clinical practitioners,5_cross sectional,2_qualitative,8_qualitative,1_High Income
Allen_2019,Data Extraction,,,Health Sciences,Amina,Zahra,2019,Yes,United States,No,,empirical,2015,,,2,,,,7_chronic opioid users,,,,1_High Income
Allen_2019,Data Extraction,,,Health Sciences,Amina,Zahra,2019,Yes,United States,No,,empirical,2015,,,2,,,,9_people with chronic pain,,,,1_High Income
Almarsdottir_2000,Data Extraction,,,Health Sciences,Jane and Mina - Pilot,,2000,Yes,Iceland,Yes,Yes,empirical,1998,,,2,2_Europe & Central Asia,a_opioids,0_general pop,0_general pop,6_ecological,1_adminstrative data,1_hypothesis testing,1_High Income
Almarsdottir_2000,Data Extraction,,,Health Sciences,Jane and Mina - Pilot,,2000,Yes,Iceland,Yes,Yes,empirical,1998,,,2,,,,,,,5_longitudinal,1_High Income
Alpert_2017,Data Extraction,,,Health Sciences,Colleen,,2017,Yes,United States,No,,empirical,2013,,Increase in heroin deaths. No change in rates overall across all drugs. Suggestive evidence that consumers substituted synthetic opioids.,2,5_North America,a_opioids,0_general pop,0_general pop,6_ecological,1_adminstrative data,5_longitudinal,1_High Income
Alpert_2017,Data Extraction,,,Health Sciences,Colleen,,2017,Yes,United States,No,,empirical,2013,,Increase in heroin deaths. No change in rates overall across all drugs. Suggestive evidence that consumers substituted synthetic opioids.,2,,,,,,3_survey,,1_High Income
Alsirafy_2011,Data Extraction,,,Health Sciences,Jane and Mina - Pilot,,2011,Yes,Egypt,Yes,No,empirical,2009,,,2,4_Middle East and North Africa,a_opioids,2_clinical practitioners,0_general pop,5_cross sectional,4_census,0_descriptive,3_Lower-middle income
Alsirafy_2011,Data Extraction,,,Health Sciences,Jane and Mina - Pilot,,2011,Yes,Egypt,Yes,No,empirical,2009,,,2,,,,999_other,,,,3_Lower-middle income
Alsirafy_2011,Data Extraction,,,Health Sciences,Jane and Mina - Pilot,,2011,Yes,Egypt,Yes,No,empirical,2009,,,2,,,,9090_Advanced cancer patients,,,,3_Lower-middle income
Anders_2019,Data Extraction,,,Social Sciences,Jane,Zahra,2019,Yes,United States,No,,empirical,2017,,*outcome is od deaths  85 page PhD paper- not peer reviewed  Back of envelope calculations  Explore 2 aspects - 1) Medicaid expansion related to opioid prescriptions and opioid related deaths and 2) legalization recreational marijuana  medicaid expansion associated with increased od deaths   cannabis legalization associated with decreased od deaths,2,5_North America,a_opioids,0_general pop,7_chronic opioid users,7_ecological time series,1_adminstrative data,0_descriptive,1_High Income
Anders_2019,Data Extraction,,,Social Sciences,Jane,Zahra,2019,Yes,United States,No,,empirical,2017,,*outcome is od deaths  85 page PhD paper- not peer reviewed  Back of envelope calculations  Explore 2 aspects - 1) Medicaid expansion related to opioid prescriptions and opioid related deaths and 2) legalization recreational marijuana  medicaid expansion associated with increased od deaths   cannabis legalization associated with decreased od deaths,2,,,,,,,,1_High Income
Andraka-Christou_2016,Data Extraction,,,Legal,Scott,,2016,Yes,United States,No,,non-empirical,,,,2,5_North America,a_opioids,6_people who have been incarcerated,1_people who use illegal drugs,,,,1_High Income
Andraka-Christou_2016,Data Extraction,,,Legal,Scott,,2016,Yes,United States,No,,non-empirical,,,,2,,,,6_people who have been incarcerated,,,,1_High Income
Andraka-Christou_2016,Data Extraction,,,Legal,Scott,,2016,Yes,United States,No,,non-empirical,,,,2,,,,7_chronic opioid users,,,,1_High Income
Andraka-Christou_2016a,Data Extraction,,,Legal,Scott,,2016,Yes,United States,No,,non-empirical,,,,2,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,,,,1_High Income
Andraka-Christou_2016a,Data Extraction,,,Legal,Scott,,2016,Yes,United States,No,,non-empirical,,,,2,,,7_chronic opioid users,7_chronic opioid users,,,,1_High Income
Andraka-Christou_2017,Data Extraction,,,Legal,Scott,,2017,Yes,United States,No,,non-empirical,,,,2,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,,,,1_High Income
Andraka-Christou_2017,Data Extraction,,,Legal,Scott,,2017,Yes,United States,No,,non-empirical,,,,2,,,6_people who have been incarcerated,6_people who have been incarcerated,,,,1_High Income
Andraka-Christou_2017,Data Extraction,,,Legal,Scott,,2017,Yes,United States,No,,non-empirical,,,,2,,,7_chronic opioid users,7_chronic opioid users,,,,1_High Income
Andresen_2009,Data Extraction,,,Health Sciences,Jane,Colleen,2010,Yes,Canada,No,,empirical,2008,,Cost benefit analysis InSite includes HIV and deaths averted  >$6m,2,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,7_ecological time series,1_adminstrative data,7_simulation,1_High Income
Andresen_2009,Data Extraction,,,Health Sciences,Jane,Colleen,2010,Yes,Canada,No,,empirical,2008,,Cost benefit analysis InSite includes HIV and deaths averted  >$6m,2,,c_meth,,,,,,1_High Income
Andresen_2009,Data Extraction,,,Health Sciences,Jane,Colleen,2010,Yes,Canada,No,,empirical,2008,,Cost benefit analysis InSite includes HIV and deaths averted  >$6m,2,,d_cocaine,,,,,,1_High Income
Andrews_2014,Data Extraction,,,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,,empirical,2004,,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,5_North America,a_opioids,0_general pop,0_general pop,7_ecological time series,1_adminstrative data,4_comparative,1_High Income
Andrews_2014,Data Extraction,,,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,,empirical,2004,,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,,b_cannabis,,,8_ecological geographic,,,1_High Income
Andrews_2014,Data Extraction,,,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,,empirical,2004,,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,,c_meth,,,,,,1_High Income
Andrews_2014,Data Extraction,,,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,,empirical,2004,,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,,d_cocaine,,,,,,1_High Income
Andrews_2014,Data Extraction,,,Social Sciences,Colleen,Zahra,2014,Yes,United States,No,,empirical,2004,,State policies around coverage and eligibility for Medicaid are significantly related to acceptance of Medicaid by substance abuse treatment providers.,2,,f_other,,,,,,1_High Income
Andrews_2018,Data Extraction,,,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,,empirical,2014,,,2,5_North America,a_opioids,0_general pop,7_chronic opioid users,7_ecological time series,3_survey,6_estimates of risk,1_High Income
Andrews_2018,Data Extraction,,,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,,empirical,2014,,,2,,b_cannabis,,9_people with chronic pain,8_ecological geographic,,,1_High Income
Andrews_2018,Data Extraction,,,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,,empirical,2014,,,2,,c_meth,,999_other,,,,1_High Income
Andrews_2018,Data Extraction,,,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,,empirical,2014,,,2,,d_cocaine,,9090_those accessing drug treatment,,,,1_High Income
Andrews_2018,Data Extraction,,,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,,empirical,2014,,,2,,e_benzo,,,,,,1_High Income
Andrews_2018,Data Extraction,,,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,,empirical,2014,,,2,,f_other,,,,,,1_High Income
Andrews_2019,Data Extraction,,,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2017,,-prior authorization  lower odds of buprenorphine offered in states with prior authorization.   - no change in states with annual limits - however the authors mention that states with annual limits also tend to have prior authorization.,2,5_North America,a_opioids,2_clinical practitioners,7_chronic opioid users,7_ecological time series,3_survey,6_estimates of risk,1_High Income
Andrews_2019,Data Extraction,,,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2017,,-prior authorization  lower odds of buprenorphine offered in states with prior authorization.   - no change in states with annual limits - however the authors mention that states with annual limits also tend to have prior authorization.,2,,,,,8_ecological geographic,,,1_High Income
Andrews_2019_2,Data Extraction,,,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,,empirical,2017,,,2,5_North America,a_opioids,0_general pop,1_people who use illegal drugs,6_ecological,3_survey,4_comparative,1_High Income
Andrews_2019_2,Data Extraction,,,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,,empirical,2017,,,2,,b_cannabis,,7_chronic opioid users,8_ecological geographic,,5_longitudinal,1_High Income
Andrews_2019_2,Data Extraction,,,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,,empirical,2017,,,2,,c_meth,,,,,,1_High Income
Andrews_2019_2,Data Extraction,,,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,,empirical,2017,,,2,,d_cocaine,,,,,,1_High Income
Andrews_2019_2,Data Extraction,,,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,,empirical,2017,,,2,,e_benzo,,,,,,1_High Income
Andrews_2019_2,Data Extraction,,,Health Sciences,Colleen,Zahra,2019,Yes,United States,No,,empirical,2017,,,2,,f_other,,,,,,1_High Income
Angelotta_2016,Data Extraction,,,Health Sciences,Colleen,,2016,Yes,United States,No,,empirical,2012,No,"'Although prenatal child abuse laws were significantly associated with lower use of MAT for pregnant women, this factor was not as important as the principal referral source to treatment [criminal justice referral = less MAT], geographic region, or state Medicaid funding of methadone treatment'",2,5_North America,a_opioids,3_women,1_people who use illegal drugs,7_ecological time series,6_other studies,6_estimates of risk,1_High Income
Angelotta_2016,Data Extraction,,,Health Sciences,Colleen,,2016,Yes,United States,No,,empirical,2012,No,"'Although prenatal child abuse laws were significantly associated with lower use of MAT for pregnant women, this factor was not as important as the principal referral source to treatment [criminal justice referral = less MAT], geographic region, or state Medicaid funding of methadone treatment'",2,,,,3_women,8_ecological geographic,,4_comparative,1_High Income
Angelotta_2017,Data Extraction,,,Legal,Scott,,2017,Yes,United States,Yes,No,non-empirical,,Yes,"Paper is a review of 24 legal cases where states had brought charges against women using substances while pregnant    On appeal, most cases were not successfully prosecuted though this may not be the case at the trial court level.",2,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,,,,1_High Income
Angelotta_2017,Data Extraction,,,Legal,Scott,,2017,Yes,United States,Yes,No,non-empirical,,Yes,"Paper is a review of 24 legal cases where states had brought charges against women using substances while pregnant    On appeal, most cases were not successfully prosecuted though this may not be the case at the trial court level.",2,,b_cannabis,3_women,3_women,,,,1_High Income
Angelotta_2017,Data Extraction,,,Legal,Scott,,2017,Yes,United States,Yes,No,non-empirical,,Yes,"Paper is a review of 24 legal cases where states had brought charges against women using substances while pregnant    On appeal, most cases were not successfully prosecuted though this may not be the case at the trial court level.",2,,c_meth,,999_other,,,,1_High Income
Angelotta_2017,Data Extraction,,,Legal,Scott,,2017,Yes,United States,Yes,No,non-empirical,,Yes,"Paper is a review of 24 legal cases where states had brought charges against women using substances while pregnant    On appeal, most cases were not successfully prosecuted though this may not be the case at the trial court level.",2,,d_cocaine,,9090_unborn fetus,,,,1_High Income
Anglin_2013,Data Extraction,,,Health Sciences,Roshni,Amina,2013,Yes,United States,,,empirical,2004,,"SACPA - 'adults convicted of nonviolent drug  offenses who meet SACPA eligibility criteria  can be sentenced to probation with SUD  treatment instead of incarceration or probation  without treatment, regardless of treatment  motivation level or other indicators of program  suitability.'",2,5_North America,f_other,6_people who have been incarcerated,6_people who have been incarcerated,4_cohort study,1_adminstrative data,1_hypothesis testing,1_High Income
Anglin_2013,Data Extraction,,,Health Sciences,Roshni,Amina,2013,Yes,United States,,,empirical,2004,,"SACPA - 'adults convicted of nonviolent drug  offenses who meet SACPA eligibility criteria  can be sentenced to probation with SUD  treatment instead of incarceration or probation  without treatment, regardless of treatment  motivation level or other indicators of program  suitability.'",2,,,,,,,5_longitudinal,1_High Income
Anglin_2013_2,Data Extraction,,,Health Sciences,Roshni,Zahra,2013,Yes,United States,No,,empirical,2005,,"SACPA - 'adults convicted of nonviolent drug  offenses who meet SACPA eligibility criteria  can be sentenced to probation with SUD  treatment instead of incarceration or probation  without treatment, regardless of treatment  motivation level or other indicators of program  suitability.'    found differences based on race and sex (biggest cost savings for black persons, and males) also found an age effect among men (decrease with age)",2,5_North America,a_opioids,6_people who have been incarcerated,6_people who have been incarcerated,4_cohort study,1_adminstrative data,5_longitudinal,1_High Income
Anglin_2013_2,Data Extraction,,,Health Sciences,Roshni,Zahra,2013,Yes,United States,No,,empirical,2005,,"SACPA - 'adults convicted of nonviolent drug  offenses who meet SACPA eligibility criteria  can be sentenced to probation with SUD  treatment instead of incarceration or probation  without treatment, regardless of treatment  motivation level or other indicators of program  suitability.'    found differences based on race and sex (biggest cost savings for black persons, and males) also found an age effect among men (decrease with age)",2,,b_cannabis,,,,,,1_High Income
Anglin_2013_2,Data Extraction,,,Health Sciences,Roshni,Zahra,2013,Yes,United States,No,,empirical,2005,,"SACPA - 'adults convicted of nonviolent drug  offenses who meet SACPA eligibility criteria  can be sentenced to probation with SUD  treatment instead of incarceration or probation  without treatment, regardless of treatment  motivation level or other indicators of program  suitability.'    found differences based on race and sex (biggest cost savings for black persons, and males) also found an age effect among men (decrease with age)",2,,c_meth,,,,,,1_High Income
Anglin_2013_2,Data Extraction,,,Health Sciences,Roshni,Zahra,2013,Yes,United States,No,,empirical,2005,,"SACPA - 'adults convicted of nonviolent drug  offenses who meet SACPA eligibility criteria  can be sentenced to probation with SUD  treatment instead of incarceration or probation  without treatment, regardless of treatment  motivation level or other indicators of program  suitability.'    found differences based on race and sex (biggest cost savings for black persons, and males) also found an age effect among men (decrease with age)",2,,d_cocaine,,,,,,1_High Income
Anglin_2013_2,Data Extraction,,,Health Sciences,Roshni,Zahra,2013,Yes,United States,No,,empirical,2005,,"SACPA - 'adults convicted of nonviolent drug  offenses who meet SACPA eligibility criteria  can be sentenced to probation with SUD  treatment instead of incarceration or probation  without treatment, regardless of treatment  motivation level or other indicators of program  suitability.'    found differences based on race and sex (biggest cost savings for black persons, and males) also found an age effect among men (decrease with age)",2,,e_benzo,,,,,,1_High Income
Anglin_2013_2,Data Extraction,,,Health Sciences,Roshni,Zahra,2013,Yes,United States,No,,empirical,2005,,"SACPA - 'adults convicted of nonviolent drug  offenses who meet SACPA eligibility criteria  can be sentenced to probation with SUD  treatment instead of incarceration or probation  without treatment, regardless of treatment  motivation level or other indicators of program  suitability.'    found differences based on race and sex (biggest cost savings for black persons, and males) also found an age effect among men (decrease with age)",2,,f_other,,,,,,1_High Income
Arredondo_2018,Data Extraction,,,Social Sciences,Amina,Zahra,2017,Yes,Mexico,Yes,No,empirical,2014,,"Study looked at drug decriminalization reform on drug possession/ violent crime arrests in Mexico, and found no change",2,3_Latin America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,5_cross sectional,1_adminstrative data,2_estimates of rates,2_Upper- middle income
Arredondo_2018,Data Extraction,,,Social Sciences,Amina,Zahra,2017,Yes,Mexico,Yes,No,empirical,2014,,"Study looked at drug decriminalization reform on drug possession/ violent crime arrests in Mexico, and found no change",2,,b_cannabis,,6_people who have been incarcerated,,,,2_Upper- middle income
