record_id,policy_type,policy_op,policy_specific,policy_specific_new,outcomes_yn,out_op,out_specific,out_code,out_code_name,impact_var,other_outcome,impact
Alexander_2014,2_legislations,policy_criminal,9090_Punitive charges for drug use while pregnant (specifically assault on fetus),9090_pregnancy_related_drug_charges,1,outcomes_treatment,1_access,1,access,impact_access,,0_no change
Alexander_2014,2_legislations,policy_criminal,9090_Punitive charges for drug use while pregnant (specifically assault on fetus),9090_pregnancy_related_drug_charges,1,outcome_type,9090_3_effect of incarceration of mother on child,997,other 3,impact_other_3,9090_3_effect of incarceration of mother on child,4_detrimental
Alexander_2014,2_legislations,policy_criminal,9090_Punitive charges for drug use while pregnant (specifically assault on fetus),9090_pregnancy_related_drug_charges,1,outcome_type,9090_2_Seeking medical care while pregnant,998,other 2,impact_other_2,9090_2_Seeking medical care while pregnant,2_decrease
Alexander_2014,2_legislations,policy_criminal,9090_Punitive charges for drug use while pregnant (specifically assault on fetus),9090_pregnancy_related_drug_charges,1,outcome_type,9090_2_Seeking medical care while pregnant,998,other 2,impact_other_2,9090_2_Seeking medical care while pregnant,4_detrimental
Alexander_2014,2_legislations,policy_criminal,9090_Punitive charges for drug use while pregnant (specifically assault on fetus),9090_pregnancy_related_drug_charges,1,outcome_type,9090_abortion to counter laws prohibiting drug use while pregnant,999,other 1,impact_other,9090_abortion to counter laws prohibiting drug use while pregnant,1_increase
Alexander_2014,2_legislations,policy_criminal,9090_Punitive charges for drug use while pregnant (specifically assault on fetus),9090_pregnancy_related_drug_charges,1,outcome_illegal,9090_Neonatal Abstinence Syndrome,999,other 1,impact_dui_2,9090_Neonatal Abstinence Syndrome,0_no change
Alexandridis_2018,8_strategies,policy_harm,9090_naloxone distribution,9090_naloxone_access_policies,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,2_decrease
Alexandridis_2018,8_strategies,policy_harm,9090_naloxone distribution,9090_naloxone_access_policies,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,999_unclear
Alexandridis_2018,8_strategies,policy_theme,9090_Education providers,9090_Education providers,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,2_decrease
Alexandridis_2018,8_strategies,policy_theme,9090_Education providers,9090_Education providers,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,999_unclear
Alexandridis_2018,8_strategies,policy_clinical,2_availability of OAT - provider - doctors,2_availability of OAT - provider - doctors,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,2_decrease
Alexandridis_2018,8_strategies,policy_clinical,2_availability of OAT - provider - doctors,2_availability of OAT - provider - doctors,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,999_unclear
Alexandridis_2019,2_legislations,policy_harm,9090_naloxone policies,9090_naloxone_access_policies,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,2_legislations,policy_harm,9090_naloxone policies,9090_naloxone_access_policies,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,2_legislations,policy_social,9090_Support programs,9090_Support programs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,2_legislations,policy_social,9090_Support programs,9090_Support programs,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,2_legislations,policy_social,9090_2_Education programs,9090_2_Education programs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,2_legislations,policy_social,9090_2_Education programs,9090_2_Education programs,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,2_legislations,policy_clinical,1_availability of OAT,1_availability of OAT,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,2_legislations,policy_clinical,1_availability of OAT,1_availability of OAT,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,2_legislations,policy_clinical,6_opioid prescribing standards - provider - pharmacist,6_opioid prescribing standards - provider - pharmacist,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,2_legislations,policy_clinical,6_opioid prescribing standards - provider - pharmacist,6_opioid prescribing standards - provider - pharmacist,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,2_legislations,policy_prescription,9090_diversion control,9090_diversion,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,2_legislations,policy_prescription,9090_diversion control,9090_diversion,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,7_programs,policy_harm,9090_naloxone policies,9090_naloxone_access_policies,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,7_programs,policy_harm,9090_naloxone policies,9090_naloxone_access_policies,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,7_programs,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,7_programs,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,7_programs,policy_social,9090_Support programs,9090_Support programs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,7_programs,policy_social,9090_Support programs,9090_Support programs,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,7_programs,policy_social,9090_2_Education programs,9090_2_Education programs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,7_programs,policy_social,9090_2_Education programs,9090_2_Education programs,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,7_programs,policy_clinical,1_availability of OAT,1_availability of OAT,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,7_programs,policy_clinical,1_availability of OAT,1_availability of OAT,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,7_programs,policy_clinical,6_opioid prescribing standards - provider - pharmacist,6_opioid prescribing standards - provider - pharmacist,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,7_programs,policy_clinical,6_opioid prescribing standards - provider - pharmacist,6_opioid prescribing standards - provider - pharmacist,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Alexandridis_2019,7_programs,policy_prescription,9090_diversion control,9090_diversion,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,0_no change
Alexandridis_2019,7_programs,policy_prescription,9090_diversion control,9090_diversion,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,0_no change
Ali_2017,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_non_pres,2_illegal drug use,2,illegal drug use,impact_non_pres_use,,0_no change
Ali_2017,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,9090_nonmedical use of prescription pain relievers,999,other 1,impact_pres_other,9090_nonmedical use of prescription pain relievers,0_no change
Ali_2017,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,9090_nonmedical use of prescription pain relievers,999,other 1,impact_pres_other,9090_nonmedical use of prescription pain relievers,2_decrease
Allen_2016,4_government policy,policy_harm,1_needle exchange/availability,1_needle exchange/availability,1,outcome_type,9090_Availability of NSP available in high risk areas when 1000 foot rule in place (distance from school),999,other 1,impact_other,9090_Availability of NSP available in high risk areas when 1000 foot rule in place (distance from school),2_decrease
Allen_2019,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcome_type,9090_Stigma,999,other 1,impact_other,9090_Stigma,4_detrimental
Allen_2019,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcome_type,9090_Stigma,999,other 1,impact_other,9090_Stigma,999_unclear
Almarsdottir_2000,2_legislations,policy_legislative,9090_liberalizing community pharmacy ownership,9090_liberalizing community pharmacy ownership,1,outcome_otc,2_non-prescription drug use,2,non-prescription drug use,impact_otc,,0_no change
Alpert_2017,3_regulation,policy_prescription,2_changes in drug formulation,2_changes in drug formulation,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,0_no change
Alpert_2017,3_regulation,policy_prescription,2_changes in drug formulation,2_changes in drug formulation,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,1_increase
Alpert_2017,3_regulation,policy_prescription,2_changes in drug formulation,2_changes in drug formulation,1,outcomes_prescription,9090_OxyContin misuse,999,other 1,impact_pres_other,9090_OxyContin misuse,2_decrease
Alsirafy_2011,2_legislations,policy_clinical,5_opioid prescribing standards - provider - doctor,5_opioid prescribing standards - provider - doctor,1,outcome_type,9090_Pain treatment for advanced cancer patients,999,other 1,impact_other,9090_Pain treatment for advanced cancer patients,2_decrease
Alsirafy_2011,2_legislations,policy_clinical,5_opioid prescribing standards - provider - doctor,5_opioid prescribing standards - provider - doctor,1,outcome_type,9090_Pain treatment for advanced cancer patients,999,other 1,impact_other,9090_Pain treatment for advanced cancer patients,4_detrimental
Anders_2019,2_legislations,policy_legislative,4_legalization,4_legalization,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,1_increase
Anders_2019,2_legislations,policy_legislative,4_legalization,4_legalization,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,2_decrease
Anders_2019,2_legislations,policy_legislative,4_legalization,4_legalization,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,3_beneficial
Anders_2019,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,1_increase
Anders_2019,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,2_decrease
Anders_2019,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,3_beneficial
Andraka-Christou_2016,2_legislations,policy_criminal,1_drug courts,1_drug courts,0,,,,,,,
Andraka-Christou_2016,2_legislations,policy_clinical,1_availability of OAT,1_availability of OAT,0,,,,,,,
Andraka-Christou_2016,7_programs,policy_criminal,1_drug courts,1_drug courts,0,,,,,,,
Andraka-Christou_2016,7_programs,policy_clinical,1_availability of OAT,1_availability of OAT,0,,,,,,,
Andraka-Christou_2016a,2_legislations,policy_clinical,1_availability of OAT,1_availability of OAT,0,,,,,,,
Andraka-Christou_2016a,3_regulation,policy_clinical,1_availability of OAT,1_availability of OAT,0,,,,,,,
Andraka-Christou_2017,2_legislations,policy_criminal,1_drug courts,1_drug courts,0,,,,,,,
Andraka-Christou_2017,2_legislations,policy_social,9090_mandated counseling,9090_mandated counseling,0,,,,,,,
Andraka-Christou_2017,2_legislations,policy_clinical,1_availability of OAT,1_availability of OAT,0,,,,,,,
Andraka-Christou_2017,7_programs,policy_criminal,1_drug courts,1_drug courts,0,,,,,,,
Andraka-Christou_2017,7_programs,policy_social,9090_mandated counseling,9090_mandated counseling,0,,,,,,,
Andraka-Christou_2017,7_programs,policy_clinical,1_availability of OAT,1_availability of OAT,0,,,,,,,
Andresen_2009,7_programs,policy_harm,3_SIS,3_SIS,1,outcome_infectious,1_HIV,1,HIV,impact_hiv,,2_decrease
Andresen_2009,7_programs,policy_harm,3_SIS,3_SIS,1,outcome_infectious,1_HIV,1,HIV,impact_hiv,,3_beneficial
Andresen_2009,7_programs,policy_harm,3_SIS,3_SIS,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,2_decrease
Andresen_2009,7_programs,policy_harm,3_SIS,3_SIS,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,3_beneficial
Andresen_2009,7_programs,policy_harm,3_SIS,3_SIS,1,outcome_type,8_health and  social services systems costs,8,health and  social services systems costs,impact_health,,2_decrease
Andresen_2009,7_programs,policy_harm,3_SIS,3_SIS,1,outcome_type,8_health and  social services systems costs,8,health and  social services systems costs,impact_health,,3_beneficial
Andrews_2014,3_regulation,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcome_type,9090_Acceptance of Medicaid by substance abuse treatment providers,999,other 1,impact_other,9090_Acceptance of Medicaid by substance abuse treatment providers,3_beneficial
Andrews_2018,3_regulation,policy_clinical,1_availability of OAT,1_availability of OAT,1,outcome_type,9090_Acceptance of medicaid for SUT,999,other 1,impact_other,9090_Acceptance of medicaid for SUT,
Andrews_2019,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcomes_treatment,9090_2_buprenorphine availability at treament,998,other 2,impact_of_2,9090_2_buprenorphine availability at treament,4_detrimental
Andrews_2019_2,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcomes_treatment,1_access,1,access,impact_access,,1_increase
Andrews_2019_2,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,1_increase
Angelotta_2016,1_legal,policy_criminal,9090_Court referral for substance use treatment,9090_Court referral for substance use treatment,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,4_detrimental
Angelotta_2016,1_legal,policy_legislative,9090_Prenatal child abuse laws for women who use illicit drugs during pregnancy,9090_pregnancy_related_drug_charges,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,4_detrimental
Angelotta_2016,2_legislations,policy_criminal,9090_Court referral for substance use treatment,9090_Court referral for substance use treatment,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,4_detrimental
Angelotta_2016,2_legislations,policy_legislative,9090_Prenatal child abuse laws for women who use illicit drugs during pregnancy,9090_pregnancy_related_drug_charges,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,4_detrimental
Angelotta_2017,1_legal,policy_criminal,2_punitive charges,2_punitive charges,0,,,,,,,
Angelotta_2017,1_legal,policy_criminal,9090_Substance use while pregnant,9090_pregnancy_related_drug_charges,0,,,,,,,
Anglin_2013,2_legislations,policy_criminal,1_drug courts,1_drug courts,1,outcome_type,8_health and  social services systems costs,8,health and  social services systems costs,impact_health,,2_decrease
Anglin_2013_2,2_legislations,policy_criminal,1_drug courts,1_drug courts,1,outcome_type,8_health and  social services systems costs,8,health and  social services systems costs,impact_health,,2_decrease
Arredondo_2018,4_government policy,policy_law_enforce,1_policing tactics,1_policing tactics,1,outcome_type,9090_Arrests for possession or crime,999,other 1,impact_other,9090_Arrests for possession or crime,0_no change
Arredondo_2018,4_government policy,policy_legislative,3_decriminalization,3_decriminalization,1,outcome_type,9090_Arrests for possession or crime,999,other 1,impact_other,9090_Arrests for possession or crime,0_no change
Asher_2013,7_programs,policy_clinical,1_availability of OAT,1_availability of OAT,1,outcome_type,9090_Engagement with treatment,999,other 1,impact_other,9090_Engagement with treatment,999_unclear
Atkins_2018,2_legislations,policy_legislative,5_first responders,5_first responders,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,0_no change
Aubrun_2007,3_regulation,policy_prescription,3_withdraw drug,3_withdraw drug,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,999_unclear
Auerhahn_2004,2_legislations,policy_criminal,1_drug courts,1_drug courts,1,outcome_type,9090_Incarceration rates,999,other 1,impact_other,9090_Incarceration rates,999_unclear
Ayres_2018,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Ayres_2018,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,3_beneficial
Azrin_2007,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcome_type,8_health and  social services systems costs,8,health and  social services systems costs,impact_health,,0_no change
Azrin_2007,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcome_type,9090_out of pocket spending,999,other 1,impact_other,9090_out of pocket spending,2_decrease
Azrin_2007,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcomes_treatment,9090_service use,999,other 1,impact_of,9090_service use,0_no change
Azzone_2011,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcomes_treatment,9090_2_treatment initiation & retention,998,other 2,impact_of_2,9090_2_treatment initiation & retention,0_no change
Azzone_2011,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcome_type,9090_diagnosis of SUD,999,other 1,impact_other,9090_diagnosis of SUD,1_increase
Azzone_2011,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcomes_treatment,9090_service use,999,other 1,impact_of,9090_service use,1_increase
Bachhuber_2014,2_legislations,policy_legislative,4_legalization,4_legalization,1,outcome_type,4_overdose rates,4,overdose rates,impact_overdose,,2_decrease
Bachhuber_2018,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,1_increase
Bachhuber_2019,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Bachhuber_2019,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,999_unclear
Bachhuber_2019,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,9090_2_Rate of clients who paid with both insurance and cash,998,other 2,impact_pres_other,9090_2_Rate of clients who paid with both insurance and cash,2_decrease
Bachhuber_2019,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,9090_Rate of clients with 5+ prescribers and 5+ pharmacies within quarter,999,other 1,impact_pres_other,9090_Rate of clients with 5+ prescribers and 5+ pharmacies within quarter,2_decrease
Baicker_2017,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcomes_prescription,3_opioid availability,3,opioid availability,impact_oa,,0_no change
Baicker_2017,2_legislations,policy_social,2_medical insurance changes,2_medical insurance changes,1,outcomes_prescription,3_opioid availability,3,opioid availability,impact_oa,,3_beneficial
Bammer_2000,7_programs,policy_clinical,1_availability of OAT,1_availability of OAT,1,outcomes_treatment,2_oat,2,oat,impact_tfo,,1_increase
Bammer_2000,7_programs,policy_clinical,1_availability of OAT,1_availability of OAT,1,outcome_type,9090_Retention in OAT,999,other 1,impact_other,9090_Retention in OAT,999_unclear
Bao_2016,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Bao_2018,2_legislations,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Bao_2018,2_legislations,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,2_opioid prescribing behaviours,2,opioid prescribing behaviours,impact_opb,,2_decrease
Bao_2018,2_legislations,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,5_opioid prescription fills,5,opioid prescription fills,impact_ou,,2_decrease
Bao_2018,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Bao_2018,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,2_opioid prescribing behaviours,2,opioid prescribing behaviours,impact_opb,,2_decrease
Bao_2018,2_legislations,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,5_opioid prescription fills,5,opioid prescription fills,impact_ou,,2_decrease
Bao_2018,3_regulation,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Bao_2018,3_regulation,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,2_opioid prescribing behaviours,2,opioid prescribing behaviours,impact_opb,,2_decrease
Bao_2018,3_regulation,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,5_opioid prescription fills,5,opioid prescription fills,impact_ou,,2_decrease
Bao_2018,3_regulation,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Bao_2018,3_regulation,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,2_opioid prescribing behaviours,2,opioid prescribing behaviours,impact_opb,,2_decrease
Bao_2018,3_regulation,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,5_opioid prescription fills,5,opioid prescription fills,impact_ou,,2_decrease
Bao_2018,4_government policy,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Bao_2018,4_government policy,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,2_opioid prescribing behaviours,2,opioid prescribing behaviours,impact_opb,,2_decrease
Bao_2018,4_government policy,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,5_opioid prescription fills,5,opioid prescription fills,impact_ou,,2_decrease
Bao_2018,4_government policy,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Bao_2018,4_government policy,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,2_opioid prescribing behaviours,2,opioid prescribing behaviours,impact_opb,,2_decrease
Bao_2018,4_government policy,policy_legislative,1_regulation of prescription drugs,1_regulation of prescription drugs,1,outcomes_prescription,5_opioid prescription fills,5,opioid prescription fills,impact_ou,,2_decrease
Bao_2018,5_guidelines,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,1_opioid prescribing rates,1,opioid prescribing rates,impact_opr,,2_decrease
Bao_2018,5_guidelines,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,2_opioid prescribing behaviours,2,opioid prescribing behaviours,impact_opb,,2_decrease
Bao_2018,5_guidelines,policy_theme,9090_Data sharing program,9090_Data sharing program,1,outcomes_prescription,5_opioid prescription fills,5,opioid prescription fills,impact_ou,,2_decrease
