record_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,paper_type,name,dv_name,year_pub,country_yn,country,competing_interests_yn,competing_interests,empirical,year_study,appeal_yn,outcomes_yn,comments,data_extraction_form_complete,country_income,country_region,target_substance,population_specific,study_design,data_sources,analysis,policy_type,policies,policy_law_enforce,policy_harm,outcome_type,outcomes_treatment,impact_tfo,outcome,population_specific_affect,gov_level,impact_overdose,court_level,policy_criminal,policy_theme,impact_other,impact_crim,policy_legislative,outcomes_prescription,impact_pres_other,outcome_illegal,impact_idu,impact_ou,policy_social,impact_access,impact_dui_2,impact_other_2,impact_other_3,policy_clinical,policy_prescription,impact_opr,outcomes_non_pres,impact_non_pres_use,outcome_otc,impact_otc,outcome_infectious,impact_hiv,impact_health,impact_of_2,impact_of,impact_oa,impact_opb,impact_hepc,impact_infect_other,impact_non_pres_other,impact_dui,impact_non_pres_avail,impact_of_3,policy_international
Accurso_2016,data_extraction_arm_1,NA,NA,1,Mina and Jane - Pilot,NA,2016,1,181,0,NA,1,2013,NA,1,NA,2,1_High Income,5_North America,a_opioids,7_chronic opioid users,4_cohort study,4_census,2_estimates of rates,7_programs,NA,NA,NA,3_substance use treatment,998_other 2,NA,9090_Aberrant urine drug test rates,NA,NA,NA,NA,NA,9090_Private insurance coverage changes,1_increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Accurso_2016,data_extraction_arm_1,NA,NA,1,Mina and Jane - Pilot,NA,2016,1,181,0,NA,1,2013,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090_2_Retention in OAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aguiar_2016,data_extraction_arm_1,NA,NA,2,Colleen,Zahra,2016,1,181,0,NA,1,2012,NA,1,Odds of being convicted for a new felony,2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,4_cohort study,1_adminstrative data,6_estimates of risk,2_legislations,1_criminal justice,NA,NA,5_criminal activity,NA,NA,NA,1_people who use illegal drugs,2_NA,NA,NA,9090_Parenting Sentencing Alternative,NA,NA,2_decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aguiar_2016,data_extraction_arm_1,NA,NA,2,Colleen,Zahra,2016,1,181,0,NA,1,2012,NA,1,Odds of being convicted for a new felony,2,NA,NA,b_cannabis,6_people who have been incarcerated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6_people who have been incarcerated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aguiar_2016,data_extraction_arm_1,NA,NA,2,Colleen,Zahra,2016,1,181,0,NA,1,2012,NA,1,Odds of being convicted for a new felony,2,NA,NA,c_meth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aguiar_2016,data_extraction_arm_1,NA,NA,2,Colleen,Zahra,2016,1,181,0,NA,1,2012,NA,1,Odds of being convicted for a new felony,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aguiar_2016,data_extraction_arm_1,NA,NA,2,Colleen,Zahra,2016,1,181,0,NA,1,2012,NA,1,Odds of being convicted for a new felony,2,NA,NA,e_benzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aguiar_2016,data_extraction_arm_1,NA,NA,2,Colleen,Zahra,2016,1,181,0,NA,1,2012,NA,1,Odds of being convicted for a new felony,2,NA,NA,f_other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahammer_2019,data_extraction_arm_1,NA,NA,2,Jane,Zahra,2019,1,9,0,NA,1,2015,NA,1,Since 2012 public health officer must authorize and countersign all prescriptions of Flunitrazepam ( strong benzo) to prevent ODs with concurrent opioids,2,1_High Income,2_Europe & Central Asia,e_benzo,0_general pop,6_ecological,1_adminstrative data,2_estimates of rates,2_legislations,2_legislative,NA,NA,1_prescription drug availability/use,NA,NA,NA,7_chronic opioid users,1_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,9090_Benzodiazepine usage,2_decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahammer_2019,data_extraction_arm_1,NA,NA,2,Jane,Zahra,2019,1,9,0,NA,1,2015,NA,1,Since 2012 public health officer must authorize and countersign all prescriptions of Flunitrazepam ( strong benzo) to prevent ODs with concurrent opioids,2,NA,NA,NA,NA,NA,NA,5_longitudinal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_beneficial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aitken_2002,data_extraction_arm_1,NA,NA,1,Trevor,NA,2002,1,8,0,NA,1,2000,NA,1,the operation discouraged safe injecting practice and safe disposal and increased the frequency of occurrences of violence,2,1_High Income,1_East Asia & Pacific,a_opioids,1_people who use illegal drugs,4_cohort study,2_qualitative,8_qualitative,7_programs,3_law enforcement,1_policing tactics,NA,7_illegal drug use behaviours/harms,NA,NA,9090_Displacement of areas of drug use,1_people who use illegal drugs,NA,NA,NA,NA,NA,4_detrimental,NA,NA,NA,NA,1_injection drug use,4_detrimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aitken_2002,data_extraction_arm_1,NA,NA,1,Trevor,NA,2002,1,8,0,NA,1,2000,NA,1,the operation discouraged safe injecting practice and safe disposal and increased the frequency of occurrences of violence,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_police presence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Al Achkar_2018,data_extraction_arm_1,NA,NA,1,Jane and Mina - Pilot,NA,2018,1,181,1,2,1,2014,NA,1,Effect differed based on patient characteristics,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,6_ecological,1_adminstrative data,2_estimates of rates,2_legislations,2_legislative,NA,NA,1_prescription drug availability/use,NA,NA,NA,7_chronic opioid users,2_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,5_opioid prescription fills,NA,NA,NA,2_decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Al Achkar_2018,data_extraction_arm_1,NA,NA,1,Jane and Mina - Pilot,NA,2018,1,181,1,2,1,2014,NA,1,Effect differed based on patient characteristics,2,NA,NA,NA,NA,NA,6_other studies,5_longitudinal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alburaih_2018,data_extraction_arm_1,NA,NA,1,Jane,Zahra,2018,1,181,0,NA,1,2015,NA,1,Implemented at 4 rural EDs.,2,1_High Income,5_North America,a_opioids,9_people with chronic pain,5_cross sectional,4_census,2_estimates of rates,7_programs,NA,NA,NA,NA,NA,NA,9090_ED attendance,9_people with chronic pain,NA,NA,NA,NA,9090_Standardised pain contract,2_decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alburaih_2018,data_extraction_arm_1,NA,NA,1,Jane,Zahra,2018,1,181,0,NA,1,2015,NA,1,Implemented at 4 rural EDs.,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_beneficial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aletraris_2017,data_extraction_arm_1,NA,NA,2,Colleen,NA,2017,1,181,0,NA,1,2014,NA,1,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,6_ecological,2_qualitative,0_descriptive,2_legislations,7_social services,NA,NA,3_substance use treatment,2_oat,0_no change,"9090_Support for medical model of substance use treatment, 12-step programs",1_people who use illegal drugs,1_NA,NA,NA,NA,NA,1_increase,NA,NA,NA,NA,NA,NA,NA,2_medical insurance changes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aletraris_2017,data_extraction_arm_1,NA,NA,2,Colleen,NA,2017,1,181,0,NA,1,2014,NA,1,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,NA,NA,b_cannabis,NA,NA,3_survey,NA,NA,NA,NA,NA,NA,NA,1_increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aletraris_2017,data_extraction_arm_1,NA,NA,2,Colleen,NA,2017,1,181,0,NA,1,2014,NA,1,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,NA,NA,c_meth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aletraris_2017,data_extraction_arm_1,NA,NA,2,Colleen,NA,2017,1,181,0,NA,1,2014,NA,1,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aletraris_2017,data_extraction_arm_1,NA,NA,2,Colleen,NA,2017,1,181,0,NA,1,2014,NA,1,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,NA,NA,e_benzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aletraris_2017,data_extraction_arm_1,NA,NA,2,Colleen,NA,2017,1,181,0,NA,1,2014,NA,1,Only a significant increase in programs using oral and injectable naltrexone opposed to other drugs for OAT,2,NA,NA,f_other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander_2014,data_extraction_arm_1,NA,NA,3,Scott,NA,2015,1,181,0,NA,2,NA,NA,1,NA,2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,NA,NA,NA,2_legislations,1_criminal justice,NA,NA,3_substance use treatment,1_access,NA,9090_abortion to counter laws prohibiting drug use while pregnant,1_people who use illegal drugs,2_NA,NA,NA,9090_Punitive charges for drug use while pregnant (specifically assault on fetus),NA,1_increase,NA,NA,NA,NA,9090_Neonatal Abstinence Syndrome,NA,NA,NA,0_no change,0_no change,2_decrease,4_detrimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander_2014,data_extraction_arm_1,NA,NA,3,Scott,NA,2015,1,181,0,NA,2,NA,NA,1,NA,2,NA,NA,c_meth,3_women,NA,NA,NA,NA,NA,NA,NA,7_illegal drug use behaviours/harms,NA,NA,9090_2_Seeking medical care while pregnant,3_women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4_detrimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander_2014,data_extraction_arm_1,NA,NA,3,Scott,NA,2015,1,181,0,NA,2,NA,NA,1,NA,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA,NA,NA,NA,998_other 2,NA,NA,9090_3_effect of incarceration of mother on child,9090_Embryo / Fetus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander_2014,data_extraction_arm_1,NA,NA,3,Scott,NA,2015,1,181,0,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997_other 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2018,data_extraction_arm_1,NA,NA,1,Jane,NA,2018,1,181,1,2,1,2014,NA,1,7 different interventions assessed various outcomes of each.,2,1_High Income,5_North America,a_opioids,0_general pop,6_ecological,1_adminstrative data,2_estimates of rates,8_strategies,4_harm reduction,NA,9090_naloxone distribution,4_overdose rates,NA,NA,NA,NA,NA,2_decrease,NA,NA,9090_Education providers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_availability of OAT - provider - doctors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2018,data_extraction_arm_1,NA,NA,1,Jane,NA,2018,1,181,1,2,1,2014,NA,1,7 different interventions assessed various outcomes of each.,2,NA,NA,NA,2_clinical practitioners,NA,3_survey,6_estimates of risk,NA,6_clinical treatments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2018,data_extraction_arm_1,NA,NA,1,Jane,NA,2018,1,181,1,2,1,2014,NA,1,7 different interventions assessed various outcomes of each.,2,NA,NA,NA,7_chronic opioid users,NA,NA,5_longitudinal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2018,data_extraction_arm_1,NA,NA,1,Jane,NA,2018,1,181,1,2,1,2014,NA,1,7 different interventions assessed various outcomes of each.,2,NA,NA,NA,9_people with chronic pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2019,data_extraction_arm_1,NA,NA,1,Amina,Zahra,2019,1,181,1,2,1,2014,NA,1,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,6_ecological,1_adminstrative data,6_estimates of risk,2_legislations,2_legislative,NA,9090_naloxone policies,1_prescription drug availability/use,2_oat,0_no change,NA,1_people who use illegal drugs,2_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,1_opioid prescribing rates,NA,NA,NA,NA,998_other 2,NA,NA,NA,NA,1_availability of OAT,9090_diversion control,0_no change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2019,data_extraction_arm_1,NA,NA,1,Amina,Zahra,2019,1,181,1,2,1,2014,NA,1,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,NA,NA,NA,7_chronic opioid users,NA,3_survey,NA,7_programs,4_harm reduction,NA,NA,3_substance use treatment,NA,NA,NA,7_chronic opioid users,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090_Support programs,NA,NA,NA,NA,6_opioid prescribing standards - provider - pharmacist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2019,data_extraction_arm_1,NA,NA,1,Amina,Zahra,2019,1,181,1,2,1,2014,NA,1,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,NA,NA,NA,9_people with chronic pain,NA,4_census,NA,NA,5_prescription drug regulations,NA,NA,NA,NA,NA,NA,9_people with chronic pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090_2_Education programs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2019,data_extraction_arm_1,NA,NA,1,Amina,Zahra,2019,1,181,1,2,1,2014,NA,1,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,NA,NA,NA,NA,NA,NA,NA,NA,6_clinical treatments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandridis_2019,data_extraction_arm_1,NA,NA,1,Amina,Zahra,2019,1,181,1,2,1,2014,NA,1,"Looked at the effect of Project Lazarus (PL), a seven-strategy, community-coalition-based intervention designed to reduce opioid overdose and dependence, on opioid prescribing and buprenorphine utilization. Found that the implementation of the PL strategies did not reduce opioid dispensing or increase buprenorphine utilization",2,NA,NA,NA,NA,NA,NA,NA,NA,7_social services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
